,tweets,id,language,len,date,source,likes,retweets,sentiment
58,"Goggles and masks cannot hide your beautiful faces. We are all fighters, against coronavirus and political virus. W… https://t.co/TRJpF67iSR",1236320871268200449,en,140,2020-03-07 16:00:40,Twitter for Android,2930,331,0.425
59,"A heartbreaking and inspiring moment. 
Picture taken when a doctor wheeled a senior aged patient out for lab test.… https://t.co/truoFAtgLx",1236159823915302912,en,139,2020-03-07 05:20:43,Twitter for Android,2614,355,0.2
60,"This video clip brought tears to my eyes. I see professionalism, responsibility, devotion, compassion and righteous… https://t.co/hcrR43B9St",1236146685912297472,en,140,2020-03-07 04:28:31,Twitter Web App,1748,382,0.0
61,"오늘 오후 서울에서 코로나19와 싸우는 한국국민들한테  N95마스크 10만장, 의료용 외과 마스크 100만장을 포함한 지원 물자를 제공한다는 중국정부의 결정이  나의 동료 싱하이밍 주한 중국대사 통해  한국… https://t.co/FLE2IVoxi9",1235941926425116672,ko,140,2020-03-06 14:54:52,Twitter for Android,1222,187,0.0
62,"Dr. Aylward, head of the China-WHO joint mission on #COVID19, said China's counterattack can be replicated, but it… https://t.co/3h7TegYv4l",1235908537374502912,en,139,2020-03-06 12:42:12,Twitter for Android,1243,166,0.0
63,"RT @SpokespersonCHN: @JesseBWatters How ignorant and biased! Chinese people very hungry and underfed? Come watch A Bite of China
https://t.…",1235086621881462784,en,140,2020-03-04 06:16:12,Twitter for Android,0,86,0.1
64,"@JesseBWatters How ignorant and biased! Chinese people very hungry and underfed? Come watch A Bite of China
https://t.co/DLg1x5hOyO",1235085959818969088,en,131,2020-03-04 06:13:34,Twitter for Android,811,86,0.1
65,"RT @SpokespersonCHN: @StateDept We condemn US ""personnel cap"" on Chinese media—de-facto expulsion. Another step of political oppression and…",1234734836511698945,en,140,2020-03-03 06:58:19,Twitter Web App,0,95,0.0
66,Reciprocity? 29 US media agencies in China VS 9 Chinese ones in the US. Multiple-entry to China VS Single-entry to… https://t.co/LsdiPUQ5no,1234734030907555840,en,139,2020-03-03 06:55:07,Twitter for Android,3607,545,-0.023809523809523808
67,"@StateDept We condemn US ""personnel cap"" on Chinese media—de-facto expulsion. Another step of political oppression… https://t.co/fNT3FGMIjG",1234733933582905344,en,139,2020-03-03 06:54:44,Twitter for Android,985,95,0.0
68,"어려움을 돕는 마음이 서로 같고 우려와 극복해야할 일도 같다.
공동의 시련 앞에서 중국의 관심과 온정을 보냅니다. 
함께 힘냅니다! https://t.co/pFHgjS9oIX",1234083350467362818,ko,97,2020-03-01 11:49:33,Twitter Web App,1105,94,0.0
69,Could virus be so intelligent as to tell ideology and social system? Ridiculous! Political virus is extremely dange… https://t.co/wm7EwIMVxb,1234066908132986881,en,140,2020-03-01 10:44:13,Twitter Web App,1754,223,0.075
70,"“救患若一，所忧同也”
救いを待つ人がいれば、それを助けたいという思いは中日両国ともに同じです。
同じ試練に立ち向かう日本の皆さん、中国からの気持ちをお受け取りください。
共同加油！一緒に頑張りましょう！ https://t.co/vTgQFnnnt3",1233990775492399105,ja,126,2020-03-01 05:41:41,Twitter Web App,3311,658,0.0
71,A team of Chinese experts are now on their way to Iran. #COVID19 is enemy of all. We must fight together. Nothing c… https://t.co/yeujBmgTCz,1233415447141216256,en,140,2020-02-28 15:35:33,Twitter Web App,1702,224,0.0
72,Sad to hear bad news in #Iran. 1st batch of Chinese assistance already arrived and more sure to follow. We are with… https://t.co/vImqJsm90a,1233198769774055425,en,140,2020-02-28 01:14:33,Twitter Web App,2185,269,-0.039999999999999945
73,"""Chinese people are never daunted by others' blames because we have confidence in ourselves, and in our country."" D… https://t.co/ErIoxHfUTw",1233046563674443776,en,140,2020-02-27 15:09:44,Twitter Web App,2002,305,0.0
74,"My thoughts are with people in ROK, Japan, Italy, Iran and others amid #COVID19 outbreak. We're ready to share info… https://t.co/bDzF8Om6FU",1232963659204161536,en,140,2020-02-27 09:40:18,Twitter Web App,1242,169,0.2
75,Astonished to hear @SecPompeo blaming China for the outbreak. What’s more dangerous &amp; hazardous than #COVID19 is po… https://t.co/NDmtmJPSkB,1232873271156101120,en,144,2020-02-27 03:41:08,Twitter Web App,570,81,0.16666666666666666
76,The US @StateDept designated five Chinese media organizations as foreign missions under the Foreign Mission Act. I… https://t.co/hOtUCmHCQX,1232870497957732352,en,139,2020-02-27 03:30:06,Twitter Web App,588,61,-0.08333333333333333
77,"It's not to praise China, but to open the door&amp;have the rest of the world realize there's sth to be done as people… https://t.co/NZ4eUMiy5h",1232854369579806721,en,143,2020-02-27 02:26:01,Twitter Web App,773,140,0.0
78,"""You are so beautiful when you smile. Go, Wuhan!"" 
A beautiful song in Chinese from pupils of Cascade Elementary Sc… https://t.co/8rP3Pp7qne",1232512319692763136,en,140,2020-02-26 03:46:50,Twitter Web App,1152,135,0.45999999999999996
79,"“The world’s in your debt,” said Dr Bruce Aylward from WHO. Changes on the ground reflect how determined we've been… https://t.co/b9TSRBCL7Y",1232496824734236673,en,140,2020-02-26 02:45:16,Twitter Web App,783,158,0.0
80,"Ms. Wang Binying has served in WIPO for over 30 years and now its Deputy DG. The US is lobbying around the world, t… https://t.co/MagTrpgNAv",1232294425901928448,en,140,2020-02-25 13:21:00,Twitter Web App,570,58,0.0
81,"As China’s fighting #COVID19 with unity &amp; sacrifice, WSJ published an enraging editorial referring to the painful h… https://t.co/N5ggBtHGkv",1232274505667465217,en,144,2020-02-25 12:01:51,Twitter Web App,945,112,-0.7
82,Freedom of press? Do not forget how the @WhiteHouse treated CNN. How many Chinese journalists were denied visas to the US?,1232210144563384321,en,122,2020-02-25 07:46:06,Twitter Web App,1468,184,0.25
83,"A hit is a hit, no matter it is a left hook or a right one. Shifting blame between the two hands makes no sense.",1231958208790482944,en,112,2020-02-24 15:05:00,Twitter Web App,1142,77,0.14285714285714285
84,"As its own staff wrote, @WSJ chose a headline deeply offensive to many people, not just in China. Ignorance of othe… https://t.co/frQTtef1IR",1231948348564754435,en,140,2020-02-24 14:25:49,Twitter Web App,974,112,0.3666666666666667
85,My colleague Zhao Lijian @zlj517 made his public debut as MFA spokesperson. Impressive👍Lucky to have him on board. https://t.co/RIpwH3fWCC,1231843608598171649,en,138,2020-02-24 07:29:37,Twitter Web App,2228,211,0.4444444444444444
86,"""Finally, we must deplore the lies spread by govts and people who are stooping so low as to use a threat against al… https://t.co/kqRcCXCaIq",1230823633477455872,en,140,2020-02-21 11:56:36,Twitter Web App,717,73,0.0
87,"When Beijing saw its first snow in 2020, Lao Prime Minister Thongloun Sisoulith visited China. One month later, the… https://t.co/HWFB8gzIfL",1230736962878726146,en,140,2020-02-21 06:12:12,Twitter Web App,652,60,0.125
88,"The world breaks everyone, and afterward many become stronger at the broken places. https://t.co/tO1pJuxCqr",1230734817160904704,en,107,2020-02-21 06:03:41,Twitter Web App,414,42,0.04999999999999999
89,"RT @UNGeneva: ""This is the time for facts, not fear.

This is the time for science, not rumors.

This is the time for solidarity, not stigm…",1230691257086689280,en,140,2020-02-21 03:10:35,Twitter Web App,0,457,0.0
90,Gratitude from the bottom of our hearts: Hard times reveal true friendship. We will cherish the kindness and assist… https://t.co/G1CtvQpK7q,1230506748496072709,en,140,2020-02-20 14:57:25,Twitter Web App,309,26,0.029166666666666646
91,Strong words from China. State Councillor and Foreign Minister Wang Yi: We firmly believe that China is fully capab… https://t.co/InPCSS5DrX,1230506746440904704,en,140,2020-02-20 14:57:24,Twitter Web App,752,88,0.036111111111111094
92,中日両国は一衣帯水の隣国同士であり、ウイルスとの戦いに国境はありません。中国は、新型コロナウイルスの検査キットを日本に寄贈しました。💪 https://t.co/ShltMdYFTQ,1230429607767109632,ja,91,2020-02-20 09:50:53,Twitter Web App,2295,843,0.0
93,Stay strong #Wuhan! Stay strong #China! Stay strong #ASEAN! https://t.co/FFcqPLrJY9,1230409170815336449,en,83,2020-02-20 08:29:40,Twitter Web App,885,123,0.4333333333333333
94,"Hand in hand, side by side. We are together. Thank you! ASEAN! https://t.co/x8KIjizHYJ",1230363077901606912,en,86,2020-02-20 05:26:31,Twitter Web App,479,50,0.0
95,"Worst selling fiction!
How about #CryptoLeaks scandal and Snowden stories? https://t.co/1WKMvXHL3R",1230344965659586560,en,98,2020-02-20 04:14:33,Twitter Web App,632,90,-1.0
96,"State Councilor Wang Yi in Laos: With the friendship and support from #ASEAN and the international community, the w… https://t.co/SCjqEdRFd4",1230173861783560193,en,140,2020-02-19 16:54:38,Twitter Web App,562,41,0.0
97,"夜走了，天亮了
天空和钟声一同醒来
樱花在温暖的春风中飞扬
武汉，我们在等你
Night is gone &amp; it is dawn
Sky wakes up with the music of chime bells
With c… https://t.co/BHxXsBdJew",1229683509519761409,zh,144,2020-02-18 08:26:09,Twitter Web App,2291,287,0.0
98,"“一衣带水，守望相助”
一衣帯水の隣国として、何かあればお互いに助け合いましょう。 https://t.co/Rn2YbphCSj",1229413204243038209,ja,65,2020-02-17 14:32:03,Twitter for Android,1429,256,0.0
99,私たちは日本国内の新型肺炎の感染状況を注視し、日本の皆さんと同じ気持ちでいます。中国はウイルスとの戦いに取り組むと同時に、情報と経験を日本側と共有し、できる限りの支援を提供していきます。双方はすでに関係分野における協力に着手しました。,1229413140661555206,ja,117,2020-02-17 14:31:48,Twitter for Android,1637,350,0.0
100,"A bird view of Beijing after a shower of fresh snow.
CITIC Tower China Zun is standing tall and braving the cold. B… https://t.co/j4yZCfqyKv",1229393451818639360,en,140,2020-02-17 13:13:34,Twitter for Android,1690,136,-0.15
101,"Ambassador Richard Grenell tweeted on consequences of choosing an ""untrustworthy"" 5G vendor. Who he is threatening?… https://t.co/UEysZzh4lY",1229325922559348736,en,140,2020-02-17 08:45:14,Twitter Web App,852,129,0.0
102,王毅外相は現地時間15日、ミュンヘンで日本の茂木外相と会談。王外相は「日本の各界が中国の新型肺炎との戦いを支援しているという話題は中国のネット上でもちきりとなっている。日本が差し伸べた支援の手から我々にその温もりが伝わって来る」と… https://t.co/Ls449OiPkG,1228717156180692992,ja,140,2020-02-15 16:26:13,Twitter Web App,1747,407,0.0
103,"Wang Yi: All US' accusations against China are lies, not facts. But if US is the accused, then these charges become… https://t.co/5Gn731NBeI",1228706735344349186,en,140,2020-02-15 15:44:48,Twitter Web App,1446,191,0.0
104,Wang Yi: Collaboration between major countries is crucial to the success of multilateralism. Major countries need t… https://t.co/Vw4kSkq0cy,1228650789951823874,en,140,2020-02-15 12:02:30,Twitter Web App,827,99,0.10625
105,"Wang Yi: After the storm comes the rainbow. When the epidemic is under control, China’s economic development will b… https://t.co/5tFIRaw8lH",1228650016186593280,en,140,2020-02-15 11:59:25,Twitter Web App,578,67,0.2
106,Wang Yi: China is united as one. Wuhan is not fighting #COVID19 alone. https://t.co/u1ywTgiL5c,1228647718777577473,en,94,2020-02-15 11:50:17,Twitter Web App,692,65,0.0
107,"Wang Yi: We have full confidence, capacity and determination to defeat the epidemic. The dawn is coming. Its first… https://t.co/YDDtmyauyK",1228644939308793856,en,139,2020-02-15 11:39:15,Twitter Web App,572,60,0.3
108,Wang Yi: Many state leaders note it is admirable that the Chinese government&amp;people show solid resolve in dealing w… https://t.co/k8KabvLcOp,1228642756085473280,en,144,2020-02-15 11:30:34,Twitter Web App,944,97,0.16666666666666666
109,"State Councilor and Foreign Minister Wang Yi is delivering a speech ""Bringing the East and West Together in Shared… https://t.co/fw76RRNtIc",1228636214627954688,en,139,2020-02-15 11:04:35,Twitter Web App,513,52,-0.125
110,Wang Yi: Whether US&amp;DPRK have sincerity to meet each other half way is the key to the Korean Peninsula nuclear issu… https://t.co/EwOhLGEkeQ,1228546686311526401,en,144,2020-02-15 05:08:49,Twitter Web App,810,91,-0.09722222222222221
111,Wang Yi: 🇨🇳 played a major role in reaching Paris Agreement. Its emission reduction target is met ahead of schedule… https://t.co/LfhR3yWjoA,1228530948909617152,en,140,2020-02-15 04:06:17,Twitter Web App,824,85,0.0625
112,Wang Yi: Who threatens whom? US Congress kept passing acts to blatantly interfere in China’s internal affairs. US k… https://t.co/mP6kyCX4p1,1228530441616932864,en,140,2020-02-15 04:04:16,Twitter Web App,979,198,-0.25
113,Wang Yi: Bashing #Huawei is out of a dark mindset. Why did US use state power to bash Huawei? Only because Huawei d… https://t.co/VjTnOIAU1f,1228520468279259138,en,140,2020-02-15 03:24:39,Twitter Web App,801,134,-0.075
114,Wang Yi: Preaching clash of civilizations attempts to reverse history. Nations are equal in the international commu… https://t.co/qVWrOKLsn5,1228520269645377536,en,140,2020-02-15 03:23:51,Twitter Web App,523,65,0.0
115,"Wang Yi: Like pure gold is tested in fire, we will be stronger &amp; more united after this epidemic. China’s economy w… https://t.co/wJvHBz6x0O",1228516158367657984,en,144,2020-02-15 03:07:31,Twitter Web App,1245,200,0.35714285714285715
116,"Wang Yi: With Chinese speed, we race against time to save lives of every patient. With our strength united as one,… https://t.co/8CCMqmFRf5",1228515246458966016,en,139,2020-02-15 03:03:54,Twitter Web App,896,142,0.0
117,"State Councilor Wang Yi is having an exclusive interview with Alessandra Galloni, Global News Editor with Reuters. https://t.co/5JzSA5bIG4",1228261532192006146,en,138,2020-02-14 10:15:43,Twitter Web App,1227,95,0.0
118,"On Feb. 13, Chancellor Merkel met with State Councilor Wang Yi in Berlin. She believes China will triumph over the… https://t.co/wadkAziSRj",1228224232636608513,en,139,2020-02-14 07:47:31,Twitter Web App,1743,170,0.0
119,"No winter lasts forever, every spring is sure to follow. https://t.co/oN7z6NlkWU",1228190804901941250,en,80,2020-02-14 05:34:41,Twitter Web App,5828,1056,0.5
