,tweets,id,language,len,date,source,likes,retweets,sentiment
67,President #XiJinping stressed safeguarding health while on the job when speaking to line workers at an industrial p… https://t.co/q7getzOamD,1244600392228294656,en,140,2020-03-30 12:20:31,Twitter Media Studio,85,20,0.0
68,Sinopec launches new mask material production line to bolster supply https://t.co/vh1SZaXgjV,1244595226984898560,en,92,2020-03-30 12:00:00,TweetDeck,26,8,0.13636363636363635
69,"#GlobalGuardians: Prevention beats a cure, shows a Delhi worker https://t.co/R9bSPClMr4",1244591452119805952,en,87,2020-03-30 11:45:00,Twitter Media Studio,50,14,0.0
70,"12,298 health workers in Spain have tested positive for the novel #coronavirus, according to deputy health emergenc… https://t.co/xC5eHk9wLl",1244589088348336130,en,140,2020-03-30 11:35:36,Twitter Web App,180,106,0.22727272727272727
71,Forest fire breaks out in China's Sichuan Province https://t.co/HxqS66N1kl,1244587772133781514,en,74,2020-03-30 11:30:22,Twitter Web App,58,16,0.0
72,Opinion: The world must exercise caution to avoid a second wave of #COVID19 infections #CGTNFirstVoice https://t.co/zd8OCEL4ly,1244585160835661824,en,126,2020-03-30 11:20:00,TweetDeck,97,28,0.0
73,"""Ming"" is a 15-year-old growing up in #HongKong. Like some of his fellow teenagers who took part in the protests in… https://t.co/020NjlhpWL",1244584645972258817,en,140,2020-03-30 11:17:57,Twitter Media Studio,31,6,0.1
74,Live: EU's regular briefing on COVID-19 containment in the region #coronavirus #COVID19 https://t.co/cEBddjIF9Q,1244576609136300034,en,111,2020-03-30 10:46:01,Periscope,93,30,0.06818181818181818
75,#Covid19Frontline Ep.16: How to use TCM for different age groups https://t.co/glWFGsVZwg,1244575859463184386,en,88,2020-03-30 10:43:02,Twitter Media Studio,21,7,0.0
76,"#BREAKING IOC and Japan have agreed to reschedule the #Tokyo2020 Olympic Games to July 23, 2021, and Paralympic Gam… https://t.co/asVVDojFyF",1244574447756906498,en,140,2020-03-30 10:37:26,Twitter Web App,48,49,0.0
77,"#COVID19 updates:
- 🇪🇸 6,398 new cases in Spain, totaling 85,195 with 7,340 deaths; health emergency chief Fernando… https://t.co/0zd7oEK8FC",1244569690246021121,en,140,2020-03-30 10:18:31,Twitter Web App,130,59,0.13636363636363635
78,Opinion: Right-wing Conservatives risk placing the UK in total isolation #CGTNFirstVoice https://t.co/Fw7s79icR2,1244565028646219776,en,112,2020-03-30 10:00:00,TweetDeck,21,7,0.14285714285714285
79,#Covid19Frontline Ep.16: Do TCM effects vary in different regions? https://t.co/G23j9Xms92,1244559994827218945,en,90,2020-03-30 09:40:00,Twitter Media Studio,25,3,0.0
80,India's 21-day lockdown causes millions to migrate https://t.co/DQgLVwPunI,1244554961599352836,en,74,2020-03-30 09:20:00,TweetDeck,128,49,0.0
81,"#UPDATE A derailed train in Chenzhou, central China's Hunan Province, on Monday has left one dead, four severely in… https://t.co/VOTsHFk646",1244549995132358657,en,140,2020-03-30 09:00:16,Twitter Web App,52,23,-0.06666666666666667
82,"About 7.5 tonnes of medical supplies, donated by the Bank of China, arrived in Toronto on Friday to aid Canada in c… https://t.co/gKs3xUKRDc",1244549928749133830,en,140,2020-03-30 09:00:00,Twitter Media Studio,315,95,0.0
83,"Chinese mayors, the emerging livestreamers amid #COVID19 https://t.co/4f5VpG7pyj https://t.co/sfa2XV5Ycb",1244544895240376321,en,104,2020-03-30 08:40:00,TweetDeck,28,6,0.0
84,"President #XiJinping highlighted that SMEs should be helped to rally as soon as possible, while inspecting the Ning… https://t.co/7QBYFg8Tmx",1244543049197211648,en,140,2020-03-30 08:32:40,Twitter Media Studio,89,25,0.0
85,"Story of Fighting #COVID19: Serbians make protective equipment

A 72-year-old woman who experienced a 21-day-quaran… https://t.co/C4oc1C4qLy",1244541056739201024,en,140,2020-03-30 08:24:45,Twitter Media Studio,54,16,0.45
86,Live: Tokyo 2020 organizers' announcement following Olympics postponement #Tokyo2020 #coronavirus #COVID19 https://t.co/CPJ6cgxOve,1244536728297168897,en,130,2020-03-30 08:07:33,Periscope,75,23,0.06818181818181818
87,"China has dispatched a team of medical experts to #Venezuela to help fight the novel #coronavirus pandemic, accordi… https://t.co/c0ZLJAHf6C",1244535348668985344,en,140,2020-03-30 08:02:04,Twitter Web App,176,43,0.0
88,Live: Officials in Hubei Province on restoration of normal medical order in #Wuhan #coronavirus #COVID19 https://t.co/p42bFuXY3V,1244535053402566656,en,128,2020-03-30 08:00:53,Periscope,193,65,0.09545454545454546
89,#UPDATE No fatalities reported after passenger train bound for S. China's Guangzhou City derailed in Hunan Province… https://t.co/eniKzPMygh,1244533445692280833,en,140,2020-03-30 07:54:30,Twitter Web App,51,21,0.0
90,"#SocialDistancing can impact mental health. How shall we handle it?
- Move around
- Keep busy
- Check your thoughts… https://t.co/rhzrZV02TF",1244529795800563712,en,140,2020-03-30 07:40:00,TweetDeck,36,23,0.0
91,"#Germany has reported a total of 57,298 cases of #COVID19 with 445 deaths according to the statistics released by t… https://t.co/ZvBJ7lALk3",1244524733783146498,en,140,2020-03-30 07:19:53,Twitter Web App,51,19,0.0
92,Singapore PM says unfair to hold China responsible for the pandemic https://t.co/HvIFNx5VgR,1244520685071814656,en,91,2020-03-30 07:03:48,Twitter Web App,286,84,-0.15
93,Live: China ramps up efforts to curb imported coronavirus cases #COVID19 https://t.co/xYIsmMQdJV,1244520070400729088,en,96,2020-03-30 07:01:21,Periscope,164,38,0.13636363636363635
94,Rare late March snow adds extra romance and beauty to the cherry blossoms in #Tokyo on Sunday. It was the first sno… https://t.co/vxCK5cOJyi,1244517909029765120,en,140,2020-03-30 06:52:46,Twitter Web App,288,78,0.0625
95,Chinese mainland reports a drop in new #COVID19 cases for the 4th consecutive day with only one local transmitted i… https://t.co/tsHjwLTnQ5,1244510254114590720,en,140,2020-03-30 06:22:21,Twitter Web App,45,22,0.03409090909090909
96,Most foreign tourists stranded in Nepal have returned home: Nepal Tourism Board https://t.co/OQjArfBhRI,1244509171065581570,en,103,2020-03-30 06:18:02,Twitter Web App,49,4,0.1875
97,China warns against politicizing defective #masks incident as #Dutch continues probe https://t.co/67Ku8zKGto,1244499716760453121,en,108,2020-03-30 05:40:28,Twitter Web App,326,76,0.0
98,🇨🇳🇺🇸 The first shipment of medical supplies from #China arrived in New York City on Sunday to help the U.S. fight… https://t.co/EOZYC8KXXV,1244494975242362885,en,138,2020-03-30 05:21:38,Twitter Web App,2511,886,0.12878787878787878
99,"#BREAKING Police, fire department respond to a train derailment in central China's Chenzhou City, Hunan Province on… https://t.co/7Q0boMDSfP",1244492024964763648,en,140,2020-03-30 05:09:54,Twitter Web App,126,53,0.0
100,"With PM Johnson ill, #coronavirus strikes at heart of British politics https://t.co/yOkTzbaGSp",1244484998280835072,en,94,2020-03-30 04:41:59,Twitter Web App,33,9,-0.25
101,🇨🇳🇮🇹 #COVID19 pandemic: Speaking to Chinese experts in Italy https://t.co/5CpzMDKYzQ,1244478642492588033,en,84,2020-03-30 04:16:44,Twitter Web App,311,53,0.0
102,Several shopping malls in #Wuhan have resumed service on Monday after being closed for two months as part of the… https://t.co/ktQpEJJR0j,1244469430328811521,en,137,2020-03-30 03:40:07,Twitter Web App,423,106,-0.05
103,Answer Bank: here are some tips from the China Center for Disease Control and Prevention that you can follow to bet… https://t.co/vewDrqU6r1,1244467734806548480,en,140,2020-03-30 03:33:23,Twitter Web App,65,23,-0.1
104,Nature takes back world's empty city streets https://t.co/HoeHcEhYQP https://t.co/lf9I4W3uWf,1244461438191538177,en,92,2020-03-30 03:08:22,Twitter Web App,223,65,-0.05
105,"Former #NBA All-Star Stephon Marbury 
@StarburyMarbury to help deliver 10 million N95 masks from China to #NewYork… https://t.co/rHkzZrQMks",1244452111774937089,en,139,2020-03-30 02:31:18,Twitter Web App,232,42,0.0
106,Time to welcome new members to the grey heron family https://t.co/oo4t5MUw4a https://t.co/t3WXqgLekt,1244447667788251136,en,100,2020-03-30 02:13:39,Twitter Web App,202,28,0.29545454545454547
107,Live: Latest updates on China's work resumption in the manufacturing sector amid #coronavirus #pandemic #COVID19 https://t.co/K4uc0XEIsh,1244444608848744449,en,136,2020-03-30 02:01:30,Periscope,142,41,0.3181818181818182
108,"#Japanese veteran comedian Ken Shimura passed away on Sunday night at age 70 in Tokyo, Japan, his agency confirmed… https://t.co/54gZQa8Usv",1244443568971759616,en,139,2020-03-30 01:57:22,Twitter Web App,204,119,0.13333333333333333
109,"U.S. becomes the first country to report over 100,000 #COVID19 infections, with the total of 140,886 infections the… https://t.co/c64XcyqCuj",1244440678014148608,en,140,2020-03-30 01:45:52,Twitter Web App,78,36,0.125
110,DPRK says it conducted successful test of multiple rocket launchers https://t.co/dWgpay6f0o https://t.co/soR76obWGI,1244434927933784069,en,115,2020-03-30 01:23:01,Twitter Web App,83,19,0.375
111,Two airports in #Hubei Province resume civil flights on Sunday https://t.co/QOMD9CPzo8 https://t.co/Bd1ICnE9eA,1244430142828470278,en,110,2020-03-30 01:04:01,Twitter Web App,40,11,0.0
112,Live: Leishenshan Hospital treats patients with severe #COVID19 symptoms https://t.co/oLFW01iRo2,1244429022471131136,en,96,2020-03-30 00:59:33,Periscope,247,88,0.13636363636363635
113,"31 new confirmed cases of #COVID19 reported on Chinese mainland on Monday, 30 of which were cases originating abroa… https://t.co/zrA3svGaio",1244427123332268032,en,140,2020-03-30 00:52:01,Twitter Web App,196,79,0.1787878787878788
114,"American scientists: Wet market in #Wuhan is not the origin of #COVID19

More: https://t.co/7TtFkirS6x https://t.co/g0aOdkQmoZ",1244419066162548737,en,126,2020-03-30 00:20:00,Twitter Media Studio,103,47,0.13333333333333333
115,"RT @cgtnamerica: U.S. President Trump highlights social distancing, insurance waivers, and stimulus package during Sunday’s presser. Take a…",1244415700996960257,en,140,2020-03-30 00:06:37,TweetDeck,0,15,0.03333333333333333
116,"Global #coronavirus infections has surpassed 700,000, totaling 718,685 confirmed cases and 33,881 deaths, according… https://t.co/xZaQVzkd6S",1244412917505650688,en,140,2020-03-29 23:55:34,Twitter Web App,95,36,0.2
117,U.S. firm unveils #COVID19 test that can deliver results in 5 minutes https://t.co/uwAH1KLHcF,1244408999925121024,en,93,2020-03-29 23:40:00,TweetDeck,111,37,-0.2
118,"Wuhan's Leishenshan Hospital clears #COVID19 patients in 10 wards

So far, this hospital has accepted and treated 2… https://t.co/MVmTsZScjC",1244403966554882053,en,140,2020-03-29 23:20:00,Twitter Media Studio,109,29,0.1
119,RT @cgtnamerica: “There’s nobody in sight.” Hear how Las Vegas is coping amid COVID-19. https://t.co/BRAZbpAuoF,1244400001947783169,en,111,2020-03-29 23:04:14,TweetDeck,0,28,0.0
120,"A team of Chinese medical experts, along with medical materials, arrived in #Laos by a chartered plane Sunday morni… https://t.co/J2n1n8zg3o",1244398933788549125,en,140,2020-03-29 23:00:00,Twitter Media Studio,96,27,0.0
121,RT @cgtnamerica: Mayor Sergey Sobyanin of Moscow says a quarantine order will be implemented from March 30 and effective till further notic…,1244389991268134913,en,140,2020-03-29 22:24:28,TweetDeck,0,21,0.3
122,RT @cgtnamerica: U.S. President Donald J. Trump extends federal social distancing guidance for 30 days as scientists warn virus continues t…,1244387550694948872,en,140,2020-03-29 22:14:46,TweetDeck,0,27,0.03333333333333333
123,RT @cgtnamerica: U.S. President Donald J. Trump approves District of Columbia disaster declaration.,1244369602743881729,en,99,2020-03-29 21:03:27,TweetDeck,0,16,0.0
124,"RT @cgtnamerica: Closed restaurants, people walking, a shortage of goods — here is how some in Chicago are coping with a stay-at-home order…",1244349634522251265,en,140,2020-03-29 19:44:06,TweetDeck,0,28,-0.1
125,"RT @CGTNEurope: Watch: How do you protect yourself and others from #COVID19?
☑️😷🙌🤧
❌🤦‍♂️👨‍👩‍👧‍👦🎉
Find out more details: https://t.co/p69Evr…",1244345611555672065,en,140,2020-03-29 19:28:07,TweetDeck,0,137,0.5
126,"HEAT PODCAST: Mike is an elderly man living off disability in Washington, DC. As the #CoronavirusPandemic intensifi… https://t.co/OUvyF8JOgZ",1244331728975650816,en,140,2020-03-29 18:32:57,TweetDeck,24,8,0.0
127,RT @CGTNEurope: The UK Government announced unprecedented measures to help finance self-employed workers. But will it protect those who nee…,1244311757964926979,en,140,2020-03-29 17:13:35,TweetDeck,0,14,0.6
128,"As London Zoo continues to be closed, we take a look at the pygmy goats living there who are desperate for visitor… https://t.co/k5cXoZqZSH",1244294667946070021,en,139,2020-03-29 16:05:41,TweetDeck,41,8,-0.35
129,Video: Europe is trying to rise to the challenge of #COVID19 in many different ways. https://t.co/St9ffUWhMO,1244294365616488450,en,108,2020-03-29 16:04:29,TweetDeck,69,19,0.25
130,"RT @CGTNEurope: Spain's most lethal day, Italy 'nears its peak': Here is today's #COVID19 Bulletin
https://t.co/fDr3OWm1fT https://t.co/ZZM…",1244294126788583424,en,140,2020-03-29 16:03:32,TweetDeck,0,11,0.5
131,Watch: Major cities across Europe look abandoned as the majority of citizens stay at home to fight #COVID19. https://t.co/oubR2B2fq4,1244294095247376384,en,132,2020-03-29 16:03:24,TweetDeck,38,15,0.0625
132,RT @CGTNEurope: Watch: Could measures designed to slow the spread of #COVID19 also be decreasing emergency room admissions for other illnes…,1244293977102266375,en,140,2020-03-29 16:02:56,TweetDeck,0,19,-0.21250000000000002
133,HEAT PODCAST: Indian MP Dr @ShashiTharoor speaks to @AnandNaidoo about his country’s lockdown - and if government m… https://t.co/5z3IgEv5Ou,1244289789479849987,en,140,2020-03-29 15:46:18,TweetDeck,24,5,0.0
134,Video: #XiJinping inspects work resumption in Zhejiang https://t.co/24CTHZY3O4,1244283886114238465,en,78,2020-03-29 15:22:50,Twitter Media Studio,278,83,0.0
135,RT @CGTNEurope: UK govt. officials daily briefing on coronavirus outbreak https://t.co/4aiUuF7Fdv,1244281717793456128,en,97,2020-03-29 15:14:13,Twitter for iPhone,0,7,0.0
136,"#ChinaToday in case you missed it:

- Xi Jinping inspects work resumption in Zhejiang https://t.co/36sywGjMuU
- Chi… https://t.co/CIwd1q7zxy",1244278139984826368,en,140,2020-03-29 15:00:00,TweetDeck,39,7,0.0
137,"Latest on #COVID19:

UK reports 19,522 infections as of Sunday, 209 deaths in a day, rate of new fatalities drops… https://t.co/nWYHUpxzxq",1244275337610969092,en,138,2020-03-29 14:48:52,Twitter Web App,61,39,0.3181818181818182
