,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,sentiment
10,CapitolistPig,The Capitolist,737423321403248641,1242602081959247872,/CapitolistPig/status/1242602081959247872,2020-03-24 23:59:57,1585094397,"“China is aggressively pushing the message that, unlike the US, it is a responsible and reliable partner.”

This is rich considering the CCP blocked all EU scientists from observing Wuhan in person and then let their citizens travel around the EU - knowing the risks https://twitter.com/nerysinchina/status/1242410173802692608 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">“<strong>China</strong> is aggressively pushing the message that, unlike the US, it is a responsible and reliable partner.”

This is rich considering the CCP blocked all EU scientists from observing Wuhan in person and then let their citizens travel around the EU - knowing the risks <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nerysinchina/status/1242410173802692608"" dir=""ltr"" href=""https://t.co/nDP4pMb9Mr"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nerysinchina/status/1242410173802692608""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nerysinchina/s</span><span class=""invisible"">tatus/1242410173802692608</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/nerysinchina/status/1242410173802692608'],[],False,[],,3,1,0,False,False,,[],0.2875
11,JerBearMedia,Jeremiah Beaver,1152681275528028161,1242602079899836421,/JerBearMedia/status/1242602079899836421,2020-03-24 23:59:56,1585094396,"South Korea, Japan and now China have all slowed or stopped the outbreak. The Trump admin wants everyone back at work despite the risk to millions.

There are no experts, he's not quoting economists or medical professionals. He backed off a little when cornered about it today.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">South Korea, Japan and now <strong>China</strong> have all slowed or stopped the outbreak. The Trump admin wants everyone back at work despite the risk to millions.

There are no experts, he's not quoting economists or medical professionals. He backed off a little when cornered about it today.</p>",[],[],False,[],,1,0,1,True,True,1.2425745013107958e+18,"[{'screen_name': 'BRemeika', 'user_id': '46391483'}, {'screen_name': 'Kevineckstein', 'user_id': '472994534'}]",0.0031250000000000028
12,johndamico,John D'Amico,43714053,1242602079253721089,/johndamico/status/1242602079253721089,2020-03-24 23:59:56,1585094396,"This entire mess started with Bill Clinton and his naive beliefs that sponsoring China into the World Trade Org would ""...bring about profound change in how China relates to the world."" Boy did they do that, but not the way he thought. And all the American mfkg jobs went with it. https://twitter.com/PhilipWegmann/status/1242571158714748931 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">This entire mess started with Bill Clinton and his naive beliefs that sponsoring <strong>China</strong> into the World Trade Org would ""...bring about profound change in how <strong>China</strong> relates to the world."" Boy did they do that, but not the way he thought. And all the American mfkg jobs went with it. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/PhilipWegmann/status/1242571158714748931"" dir=""ltr"" href=""https://t.co/IUZT51WM66"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/PhilipWegmann/status/1242571158714748931""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/PhilipWegmann/</span><span class=""invisible"">status/1242571158714748931</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/PhilipWegmann/status/1242571158714748931'],[],False,[],,0,0,0,False,False,,[],-0.07833333333333334
13,rinku339,sandeep arora,4765997054,1242602078955921409,/rinku339/status/1242602078955921409,2020-03-24 23:59:56,1585094396,China chaleja grocery lene,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pl""><strong>China</strong> chaleja grocery lene</p>",[],[],False,[],,0,0,0,False,True,1.242401951645606e+18,"[{'screen_name': 'anuragkashyap72', 'user_id': '2915766225'}]",0.0
14,biggiec46081932,TED .H,1229483504842543105,1242602077156589568,/biggiec46081932/status/1242602077156589568,2020-03-24 23:59:56,1585094396,The USA has never ever done anything bad we are the Rebels from Star Wars and China is the evil Sith Empire! PLEASE BUY ME ANOTHER FUNKO POP!!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The USA has never ever done anything bad we are the Rebels from Star Wars and <strong>China</strong> is the evil Sith Empire! PLEASE BUY ME ANOTHER FUNKO POP!!!</p>",[],[],False,[],,10,0,2,True,True,1.2422090143914107e+18,"[{'screen_name': 'Theblanci', 'user_id': '1192623407067779072'}, {'screen_name': 'aerielist', 'user_id': '244189744'}]",-0.8499999999999999
15,naneunlily,lilu,706583341,1242602076535803904,/naneunlily/status/1242602076535803904,2020-03-24 23:59:56,1585094396,"“saat ibuku menonton video kami di China, ibuku menyuruhku untuk tidak berdiri disamping Kris dan Tao” LOL – Kim Minseok","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">“saat ibuku menonton video kami di <strong>China</strong>, ibuku menyuruhku untuk tidak berdiri disamping Kris dan Tao” LOL – Kim Minseok</p>",[],[],False,[],,0,0,0,False,False,,[],0.8
16,china_bernal,†,1737987283,1242602074820444160,/china_bernal/status/1242602074820444160,2020-03-24 23:59:55,1585094395,Ni quiero saber porque me da algo y le digo sus 3 buenas ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Ni quiero saber porque me da algo y le digo sus 3 buenas <img alt=""😤"" aria-label=""Emoji: Face with look of triumph"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f624.png"" title=""Face with look of triumph""/></p>",[],[],False,[],,0,0,1,True,True,1.2426009976477164e+18,"[{'screen_name': 'Duglinho30', 'user_id': '110893961'}]",0.0
17,cronicarojatam,@cronicarojatam,705519242435649538,1242602074560487426,/cronicarojatam/status/1242602074560487426,2020-03-24 23:59:55,1585094395,Nuevo Hantavirus prende las alertas en China: ya cobró la vida de una https://www.cronicaenlinea.com/2020/03/24/nuevo-hantavirus-prende-las-alertas-en-china-ya-cobro-la-vida-de-una/ …pic.twitter.com/b9x1IktTYg,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Nuevo Hantavirus prende las alertas en <strong>China</strong>: ya cobró la vida de una <a class=""twitter-timeline-link"" data-expanded-url=""https://www.cronicaenlinea.com/2020/03/24/nuevo-hantavirus-prende-las-alertas-en-china-ya-cobro-la-vida-de-una/"" dir=""ltr"" href=""https://t.co/CbcASfU0ES"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.cronicaenlinea.com/2020/03/24/nuevo-hantavirus-prende-las-alertas-en-china-ya-cobro-la-vida-de-una/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">cronicaenlinea.com/2020/03/24/nue</span><span class=""invisible"">vo-hantavirus-prende-las-alertas-en-china-ya-cobro-la-vida-de-una/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/b9x1IktTYg"">pic.twitter.com/b9x1IktTYg</a></p>",['https://www.cronicaenlinea.com/2020/03/24/nuevo-hantavirus-prende-las-alertas-en-china-ya-cobro-la-vida-de-una/'],[],True,['https://pbs.twimg.com/media/ET6cAElWsAAIycz.jpg'],,0,0,0,False,False,,[],0.0
18,yukainiletsgo,yukainiletsgo,1177555290570424320,1242602092730056704,/yukainiletsgo/status/1242602092730056704,2020-03-24 23:59:59,1585094399,"I got fired yesterday due to the damage of coronavirus. Not only me, 70 colleagues got fired from my company.
People are dying. Companies are closing.
CHINA MUST TAKE RESPONSIBILITY FOR THIS!!!!!!!
#COVID19 #ChinaVirus","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I got fired yesterday due to the damage of coronavirus. Not only me, 70 colleagues got fired from my company.
People are dying. Companies are closing.
<strong>CHINA</strong> MUST TAKE RESPONSIBILITY FOR THIS!!!!!!!
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b>COVID19</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ChinaVirus?src=hash""><s>#</s><b>ChinaVirus</b></a></p>",[],"['COVID19', 'ChinaVirus']",False,[],,4,2,4,True,False,,[],-0.0625
19,TH3R34LTRUTH,Ron,1097027300,1242602091979460608,/TH3R34LTRUTH/status/1242602091979460608,2020-03-24 23:59:59,1585094399,I did notice that Governor's are responsible for their own States not the Federal Govt. I know you want Daddy FedGovt to handle all your affairs for you and there are countries like China Cuba Venezuela you can move to they'll be happy to tell you what to do,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I did notice that Governor's are responsible for their own States not the Federal Govt. I know you want Daddy FedGovt to handle all your affairs for you and there are countries like <strong>China</strong> Cuba Venezuela you can move to they'll be happy to tell you what to do</p>",[],[],False,[],,0,0,2,True,True,1.2425793260437463e+18,"[{'screen_name': 'nickylove1379', 'user_id': '1196286798277816320'}, {'screen_name': 'TitusNation', 'user_id': '40996128'}, {'screen_name': 'deaton_cristal', 'user_id': '1236694460131467265'}]",0.5333333333333333
20,Ipreachhardcore,Judy Smyth,740020333764218880,1242602091790495744,/Ipreachhardcore/status/1242602091790495744,2020-03-24 23:59:59,1585094399,"And a typical bc lib stab..
FO.. better yet, go for a long walk in China.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">And a typical bc lib stab..
FO.. better yet, go for a long walk in <strong>China</strong>.</p>",[],[],False,[],,0,0,0,False,True,1.2422199823620424e+18,"[{'screen_name': 'jordanbateman', 'user_id': '16002408'}]",0.09444444444444446
21,GSflier,GS,371971585,1242602090540584962,/GSflier/status/1242602090540584962,2020-03-24 23:59:59,1585094399,"Guys, Trump's right. We're finally gonna beat China!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Guys, Trump's right. We're finally gonna beat <strong>China</strong>!</p>",[],[],False,[],,2,0,1,True,True,1.2425983056469484e+18,"[{'screen_name': 'ShimonPro', 'user_id': '65277959'}, {'screen_name': 'gtconway3d', 'user_id': '471677441'}]",0.14285714285714285
22,Osmaney36695,D=RULER,1729328226,1242602089508999168,/Osmaney36695/status/1242602089508999168,2020-03-24 23:59:59,1585094399,China will never stop production. Now they've produced Corona Plus ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>China</strong> will never stop production. Now they've produced Corona Plus <img alt=""😷"" aria-label=""Emoji: Face with medical mask"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f637.png"" title=""Face with medical mask""/><img alt=""☕"" aria-label=""Emoji: Hot beverage"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2615.png"" title=""Hot beverage""/></p>",[],[],False,[],,0,0,0,False,False,,[],0.0
23,ProgressiveGenZ,Black Zoomer 🌹🇺🇸🇻🇮🇰🇳,3301289824,1242602089160810497,/ProgressiveGenZ/status/1242602089160810497,2020-03-24 23:59:59,1585094399,"That's why I referenced the Nordics and not the Chinese Government.

The Nordics are Social Democratic. China obviously is State Capitalist like you said.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">That's why I referenced the Nordics and not the Chinese Government.

The Nordics are Social Democratic. <strong>China</strong> obviously is State Capitalist like you said.</p>",[],[],False,[],,2,0,1,True,True,1.242600391482753e+18,"[{'screen_name': 'yogthulu', 'user_id': '1351005738'}]",0.011111111111111112
24,KlugeRodrigo,Rodrigo Von Kluge 🇧🇷🇦🇹,728769842212392960,1242602088904962049,/KlugeRodrigo/status/1242602088904962049,2020-03-24 23:59:59,1585094399,"16 mil mortos que dizem né

Quem acredita em números da China ou Russia?

Itália morreram muito mais de 6 mil, milhares por outras doenças por falta de atendimento , nem médicos e enfermeiras entram nesses números, e só em Bergamo nenhuma enfermeira é da cidade....
Espanha igual","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">16 mil mortos que dizem né

Quem acredita em números da <strong>China</strong> ou Russia?

Itália morreram muito mais de 6 mil, milhares por outras doenças por falta de atendimento , nem médicos e enfermeiras entram nesses números, e só em Bergamo nenhuma enfermeira é da cidade....
Espanha igual</p>",[],[],False,[],,7,0,2,True,True,1.242601166976045e+18,"[{'screen_name': 'AlineTosin', 'user_id': '1003449594288668672'}]",0.0
25,exoscopia,Ex🦠sc🦠pia,302151176,1242602088720412675,/exoscopia/status/1242602088720412675,2020-03-24 23:59:59,1585094399,El #truqui es saquear envíos de material desde China a Italia.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">El <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/truqui?src=hash""><s>#</s><b>truqui</b></a> es saquear envíos de material desde <strong>China</strong> a Italia.</p>",[],['truqui'],False,[],,0,0,1,True,True,1.2426018008695603e+18,"[{'screen_name': 'manuelalimon', 'user_id': '2771014482'}]",0.0
26,Galovox13,Tarso,2497407850,1242602085524426757,/Galovox13/status/1242602085524426757,2020-03-24 23:59:58,1585094398,"China ""funcionou"" tão também que deu até para exportar para o Mundo todo.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt""><strong>China</strong> ""funcionou"" tão também que deu até para exportar para o Mundo todo.</p>",[],[],False,[],,0,0,1,True,True,1.242599187302187e+18,"[{'screen_name': 'guilhermebndr', 'user_id': '911770736158810113'}, {'screen_name': 'BrazilFight', 'user_id': '1105126592370618370'}]",0.0
27,TWISports_WTS22,史上最廢插畫家,1239224006319820800,1242602083888459776,/TWISports_WTS22/status/1242602083888459776,2020-03-24 23:59:57,1585094397,The C of COVID-19 means China right?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The C of COVID-19 means <strong>China</strong> right?</p>",[],[],False,[],,3,2,1,True,True,1.2423736333909402e+18,"[{'screen_name': 'Hanking35678652', 'user_id': '1238475870081175552'}]",0.2857142857142857
28,CapitolistPig,The Capitolist,737423321403248641,1242602081959247872,/CapitolistPig/status/1242602081959247872,2020-03-24 23:59:57,1585094397,"“China is aggressively pushing the message that, unlike the US, it is a responsible and reliable partner.”

This is rich considering the CCP blocked all EU scientists from observing Wuhan in person and then let their citizens travel around the EU - knowing the risks https://twitter.com/nerysinchina/status/1242410173802692608 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">“<strong>China</strong> is aggressively pushing the message that, unlike the US, it is a responsible and reliable partner.”

This is rich considering the CCP blocked all EU scientists from observing Wuhan in person and then let their citizens travel around the EU - knowing the risks <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nerysinchina/status/1242410173802692608"" dir=""ltr"" href=""https://t.co/nDP4pMb9Mr"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nerysinchina/status/1242410173802692608""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nerysinchina/s</span><span class=""invisible"">tatus/1242410173802692608</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/nerysinchina/status/1242410173802692608'],[],False,[],,3,1,0,False,False,,[],0.2875
29,JerBearMedia,Jeremiah Beaver,1152681275528028161,1242602079899836421,/JerBearMedia/status/1242602079899836421,2020-03-24 23:59:56,1585094396,"South Korea, Japan and now China have all slowed or stopped the outbreak. The Trump admin wants everyone back at work despite the risk to millions.

There are no experts, he's not quoting economists or medical professionals. He backed off a little when cornered about it today.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">South Korea, Japan and now <strong>China</strong> have all slowed or stopped the outbreak. The Trump admin wants everyone back at work despite the risk to millions.

There are no experts, he's not quoting economists or medical professionals. He backed off a little when cornered about it today.</p>",[],[],False,[],,1,0,1,True,True,1.2425745013107958e+18,"[{'screen_name': 'BRemeika', 'user_id': '46391483'}, {'screen_name': 'Kevineckstein', 'user_id': '472994534'}]",0.0031250000000000028
30,johndamico,John D'Amico,43714053,1242602079253721089,/johndamico/status/1242602079253721089,2020-03-24 23:59:56,1585094396,"This entire mess started with Bill Clinton and his naive beliefs that sponsoring China into the World Trade Org would ""...bring about profound change in how China relates to the world."" Boy did they do that, but not the way he thought. And all the American mfkg jobs went with it. https://twitter.com/PhilipWegmann/status/1242571158714748931 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">This entire mess started with Bill Clinton and his naive beliefs that sponsoring <strong>China</strong> into the World Trade Org would ""...bring about profound change in how <strong>China</strong> relates to the world."" Boy did they do that, but not the way he thought. And all the American mfkg jobs went with it. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/PhilipWegmann/status/1242571158714748931"" dir=""ltr"" href=""https://t.co/IUZT51WM66"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/PhilipWegmann/status/1242571158714748931""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/PhilipWegmann/</span><span class=""invisible"">status/1242571158714748931</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/PhilipWegmann/status/1242571158714748931'],[],False,[],,0,0,0,False,False,,[],-0.07833333333333334
31,rinku339,sandeep arora,4765997054,1242602078955921409,/rinku339/status/1242602078955921409,2020-03-24 23:59:56,1585094396,China chaleja grocery lene,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pl""><strong>China</strong> chaleja grocery lene</p>",[],[],False,[],,0,0,0,False,True,1.242401951645606e+18,"[{'screen_name': 'anuragkashyap72', 'user_id': '2915766225'}]",0.0
32,biggiec46081932,TED .H,1229483504842543105,1242602077156589568,/biggiec46081932/status/1242602077156589568,2020-03-24 23:59:56,1585094396,The USA has never ever done anything bad we are the Rebels from Star Wars and China is the evil Sith Empire! PLEASE BUY ME ANOTHER FUNKO POP!!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The USA has never ever done anything bad we are the Rebels from Star Wars and <strong>China</strong> is the evil Sith Empire! PLEASE BUY ME ANOTHER FUNKO POP!!!</p>",[],[],False,[],,10,0,2,True,True,1.2422090143914107e+18,"[{'screen_name': 'Theblanci', 'user_id': '1192623407067779072'}, {'screen_name': 'aerielist', 'user_id': '244189744'}]",-0.8499999999999999
33,naneunlily,lilu,706583341,1242602076535803904,/naneunlily/status/1242602076535803904,2020-03-24 23:59:56,1585094396,"“saat ibuku menonton video kami di China, ibuku menyuruhku untuk tidak berdiri disamping Kris dan Tao” LOL – Kim Minseok","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">“saat ibuku menonton video kami di <strong>China</strong>, ibuku menyuruhku untuk tidak berdiri disamping Kris dan Tao” LOL – Kim Minseok</p>",[],[],False,[],,0,0,0,False,False,,[],0.8
34,china_bernal,†,1737987283,1242602074820444160,/china_bernal/status/1242602074820444160,2020-03-24 23:59:55,1585094395,Ni quiero saber porque me da algo y le digo sus 3 buenas ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Ni quiero saber porque me da algo y le digo sus 3 buenas <img alt=""😤"" aria-label=""Emoji: Face with look of triumph"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f624.png"" title=""Face with look of triumph""/></p>",[],[],False,[],,0,0,1,True,True,1.2426009976477164e+18,"[{'screen_name': 'Duglinho30', 'user_id': '110893961'}]",0.0
